"","id_policy","id_client","premium","claim_amount"
"2430","A00002217-V01","A00002217",51.0042159236314,0
"2445","A00002230-V01","A00002230",125.426081134834,0
"2455","A00002240-V01","A00002240",120.511064841138,0
"2467","A00002251-V01","A00002251",36.6330919948969,0
"2469","A00002253-V01","A00002253",104.054425816878,0
"2485","A00002268-V01","A00002268",104.580078360942,0
"2490","A00002273-V01","A00002273",123.824513721392,0
"2498","A00002280-V01","A00002280",35.0142513480812,0
"2499","A00002281-V01","A00002281",18.1998758259746,0
"2505","A00002286-V01","A00002286",14.7489291497628,0
"2506","A00002287-V01","A00002287",88.2257341881518,0
"2515","A00002295-V01","A00002295",147.159136687017,108.24
"2520","A00002299-V01","A00002299",14.5939187820366,0
"2526","A00002305-V01","A00002305",108.181346233389,2279.02
"2527","A00002306-V01","A00002306",65.2781149627691,0
"2532","A00002311-V01","A00002311",28.4355602730653,0
"2533","A00002312-V01","A00002312",155.524044691724,0
"2555","A00002333-V01","A00002333",109.503334104507,0
"2559","A00002337-V01","A00002337",176.316204248124,0
"2564","A00002342-V01","A00002342",93.3497091799137,0
"2570","A00002348-V01","A00002348",104.552019749785,0
"2576","A00002353-V01","A00002353",129.505997567124,0
"2591","A00002366-V01","A00002366",128.955453934129,0
"2598","A00002373-V01","A00002373",113.122949054359,0
"2601","A00002375-V01","A00002375",139.963911487079,0
"2646","A00002413-V01","A00002413",34.9637933380901,0
"2659","A00002426-V01","A00002426",95.7593508485169,-487.72
"2662","A00002428-V01","A00002428",12.741290291424,0
"2668","A00002434-V01","A00002434",85.5026163301475,0
"2674","A00002439-V01","A00002439",133.827133995083,0
"2675","A00002440-V01","A00002440",66.8969842321655,0
"2676","A00002441-V01","A00002441",121.848303206269,0
"2689","A00002454-V01","A00002454",65.1164163792017,0
"2693","A00002458-V01","A00002458",106.943008693931,0
"2694","A00002459-V01","A00002459",149.279345287428,0
"2711","A00002476-V01","A00002476",120.863752061283,0
"2712","A00002476-V02","A00002476",90.6928142093114,0
"2729","A00002491-V01","A00002491",143.383126214604,926.48
"2730","A00002492-V01","A00002492",88.1173860910772,0
"2747","A00002508-V01","A00002508",45.8686448165528,0
"2748","A00002509-V01","A00002509",150.278260152886,0
"2762","A00002520-V01","A00002520",109.657672109054,1236
"2772","A00002529-V01","A00002529",10.1335136452672,0
"2782","A00002539-V01","A00002539",18.1354210289851,0
"2795","A00002549-V01","A00002549",96.375938174947,0
"2800","A00002554-V01","A00002554",137.681216311804,0
"2807","A00002561-V01","A00002561",123.802638406503,-832.7
"2812","A00002565-V01","A00002565",15.0139732706094,0
"2824","A00002577-V01","A00002577",159.21765074363,0
"2857","A00002608-V01","A00002608",127.142860811332,0
"2867","A00002617-V01","A00002617",128.491532865008,0
"2884","A00002632-V01","A00002632",59.2405234567728,528.86
"2898","A00002645-V01","A00002645",113.411977703143,0
"2900","A00002647-V01","A00002647",126.879991468047,0
"2901","A00002647-V02","A00002647",83.900480673215,0
"2903","A00002649-V01","A00002649",113.054378606986,0
"2904","A00002649-V02","A00002649",34.0360751369332,0
"2941","A00002684-V01","A00002684",38.2917425815863,664.71
"2954","A00002697-V01","A00002697",112.289332799243,0
"2964","A00002707-V01","A00002707",28.6470320764983,0
"2970","A00002712-V01","A00002712",156.822176676973,0
"2971","A00002712-V02","A00002712",64.499839920837,0
"2975","A00002716-V01","A00002716",113.591755772605,0
"3011","A00002746-V01","A00002746",93.7422443907397,0
"3014","A00002749-V01","A00002749",20.3147739576135,0
"3021","A00002756-V01","A00002756",85.7834036906239,0
"3029","A00002763-V01","A00002763",26.1187516257499,0
"3030","A00002764-V01","A00002764",88.9507915364167,0
"3032","A00002766-V01","A00002766",37.4427289049144,0
"3033","A00002767-V01","A00002767",95.4158423779278,0
"3039","A00002773-V01","A00002773",51.5370847179876,0
"3045","A00002779-V01","A00002779",113.49719161179,0
"3052","A00002786-V01","A00002786",97.2379853040244,0
"3055","A00002789-V01","A00002789",70.7276870354891,0
"3065","A00002799-V01","A00002799",36.8546197392222,1236
"3074","A00002808-V01","A00002808",164.86130737823,0
"3075","A00002808-V02","A00002808",105.102496591318,0
"3099","A00002831-V01","A00002831",144.75563478449,0
"3107","A00002839-V01","A00002839",23.1590361510856,0
"3154","A00002879-V01","A00002879",128.540406154376,0
"3157","A00002882-V01","A00002882",79.1492589815247,0
"3161","A00002886-V01","A00002886",80.2451435397849,0
"3162","A00002887-V01","A00002887",113.528320631398,0
"3171","A00002896-V01","A00002896",117.246161498687,0
"3183","A00002907-V01","A00002907",51.3698145766573,0
"3200","A00002922-V01","A00002922",214.78743538673,0
"3201","A00002922-V02","A00002922",73.8621501631811,0
"3214","A00002934-V01","A00002934",41.3144120394911,0
"3239","A00002957-V01","A00002957",26.2645959827363,0
"3245","A00002963-V01","A00002963",141.315876437747,0
"3252","A00002970-V01","A00002970",45.0075407161722,0
"3268","A00002985-V01","A00002985",51.4925479299057,0
"3271","A00002988-V01","A00002988",27.9103618808209,0
"3283","A00002999-V01","A00002999",40.2185544332466,0
"3284","A00003000-V01","A00003000",48.6543651043155,0
"3297","A00003011-V01","A00003011",19.4252696325386,0
"3302","A00003016-V01","A00003016",12.6496869749214,0
"3307","A00003021-V01","A00003021",25.5658687321089,0
"3308","A00003021-V02","A00003021",91.0756209150859,0
"3316","A00003029-V01","A00003029",96.3932505593913,0
"3327","A00003040-V01","A00003040",86.7335208906631,0
"3358","A00003067-V01","A00003067",103.805714119051,0
"3359","A00003067-V02","A00003067",42.1652907841762,0
"3376","A00003082-V01","A00003082",16.6539165279813,0
"3377","A00003083-V01","A00003083",12.7564351977875,0
"3391","A00003096-V01","A00003096",97.6818864085789,0
"3419","A00003119-V01","A00003119",14.8191275176157,0
"3427","A00003126-V01","A00003126",92.6825592045019,0
"3428","A00003127-V01","A00003127",42.6705108488878,0
"3429","A00003128-V01","A00003128",80.1493128769075,0
"3437","A00003135-V01","A00003135",65.5483710736077,964.6
"3438","A00003136-V01","A00003136",32.2870549115187,0
"3456","A00003153-V01","A00003153",123.425726720903,0
"3464","A00003161-V01","A00003161",96.6556677928094,0
"3465","A00003162-V01","A00003162",73.467876981411,0
"3472","A00003169-V01","A00003169",54.4822252446908,0
"3478","A00003175-V01","A00003175",134.450978607471,0
"3485","A00003182-V01","A00003182",91.2473604705493,0
"3486","A00003182-V02","A00003182",60.1183900988,0
"3492","A00003188-V01","A00003188",224.656628072492,0
"3509","A00003205-V01","A00003205",104.621186112109,3320.96
"3516","A00003212-V01","A00003212",15.3167740837857,0
"3517","A00003212-V02","A00003212",70.0149750558405,0
"3520","A00003215-V01","A00003215",40.1401420187208,0
"3521","A00003216-V01","A00003216",23.4885713889149,0
"3539","A00003233-V01","A00003233",10.463345400013,0
"3543","A00003237-V01","A00003237",43.6659417343904,0
"3546","A00003240-V01","A00003240",75.7456812737255,0
"3557","A00003250-V01","A00003250",180.32194936074,0
"3558","A00003251-V01","A00003251",76.8817673944499,-931.57
"3562","A00003255-V01","A00003255",113.690038900765,0
"3567","A00003260-V01","A00003260",107.416500021998,0
"3569","A00003262-V01","A00003262",77.3372188400755,0
"3573","A00003265-V01","A00003265",105.329292034237,0
"3593","A00003283-V01","A00003283",24.9145447838385,0
"3597","A00003287-V01","A00003287",165.041148352657,0
"3598","A00003287-V02","A00003287",186.789321219958,0
"3604","A00003290-V01","A00003290",159.372138555533,0
"3605","A00003291-V01","A00003291",113.254329198526,0
"3626","A00003312-V01","A00003312",39.3835682834283,0
"3629","A00003315-V01","A00003315",40.8468451659615,0
"3630","A00003315-V02","A00003315",69.5886474040613,0
"3640","A00003324-V01","A00003324",73.4547362313058,0
"3659","A00003340-V01","A00003340",32.4910603090385,0
"3663","A00003344-V01","A00003344",90.7982808003322,0
"3672","A00003353-V01","A00003353",163.79954447046,0
"3683","A00003364-V01","A00003364",116.314971115302,0
"3697","A00003377-V01","A00003377",118.529339827685,0
"3698","A00003378-V01","A00003378",37.2661086558214,0
"3702","A00003382-V01","A00003382",100.689833318838,0
"3704","A00003384-V01","A00003384",111.545612953238,0
"3705","A00003384-V02","A00003384",48.1720372466727,0
"3706","A00003384-V03","A00003384",30.7738812951269,0
"3715","A00003392-V01","A00003392",44.5497518094076,0
"3719","A00003396-V01","A00003396",115.780075187212,0
"3720","A00003396-V02","A00003396",89.8995969048468,0
"3736","A00003412-V01","A00003412",159.161381269391,0
"3753","A00003429-V01","A00003429",134.893252836101,0
"3754","A00003429-V02","A00003429",39.2787248424191,0
"3755","A00003429-V03","A00003429",21.8824887345269,0
"3758","A00003432-V01","A00003432",28.3472486143407,0
"3759","A00003433-V01","A00003433",25.6690431380645,0
"3764","A00003437-V01","A00003437",75.5654621445277,0
"3774","A00003447-V01","A00003447",14.1230240346685,0
"3780","A00003453-V01","A00003453",48.2349602032238,196.74
"3791","A00003463-V01","A00003463",122.437684920222,0
"3800","A00003471-V01","A00003471",111.971318312695,0
"3803","A00003474-V01","A00003474",77.0469105222697,0
"3806","A00003476-V01","A00003476",111.094208740849,0
"3809","A00003479-V01","A00003479",48.0241046945706,0
"3825","A00003495-V01","A00003495",147.243350363683,0
"3829","A00003499-V01","A00003499",80.0505648590712,0
"3834","A00003503-V01","A00003503",125.560814463914,0
"3845","A00003513-V01","A00003513",99.3756355454048,0
"3866","A00003532-V01","A00003532",104.985901379713,0
"3873","A00003539-V01","A00003539",80.181410048769,0
"3875","A00003541-V01","A00003541",96.431007008306,2423.45
"3894","A00003558-V01","A00003558",52.7554748696717,0
"3898","A00003562-V01","A00003562",144.808761287386,0
"3901","A00003564-V01","A00003564",61.9824606857551,1730.17
"3904","A00003567-V01","A00003567",155.593735016074,0
"3910","A00003573-V01","A00003573",68.5064718034306,0
"3913","A00003576-V01","A00003576",46.1019399193382,0
"3917","A00003580-V01","A00003580",100.375434245049,0
"3926","A00003588-V01","A00003588",101.907380854274,0
"3932","A00003593-V01","A00003593",102.794751520448,0
"3934","A00003595-V01","A00003595",22.1496733730404,0
"3938","A00003599-V01","A00003599",110.313892482891,0
"3939","A00003599-V02","A00003599",107.619835488734,0
"3941","A00003601-V01","A00003601",92.0120118954497,0
"3946","A00003606-V01","A00003606",29.272889393437,0
"3953","A00003613-V01","A00003613",82.0111336128765,0
"3955","A00003615-V01","A00003615",37.5979397210237,0
"3962","A00003620-V01","A00003620",153.208625812748,0
"3965","A00003623-V01","A00003623",101.04573951332,0
"3966","A00003624-V01","A00003624",53.9812276495517,1236
"3982","A00003639-V01","A00003639",54.1307015078394,0
"3984","A00003641-V01","A00003641",21.4591444940154,0
"3990","A00003647-V01","A00003647",18.8857835535133,0
"4010","A00003665-V01","A00003665",114.292685133372,0
"4021","A00003673-V01","A00003673",16.5218167096443,0
"4032","A00003683-V01","A00003683",106.497802246701,0
"4037","A00003688-V01","A00003688",129.933115263343,0
"4043","A00003694-V01","A00003694",141.873413580824,0
"4045","A00003696-V01","A00003696",194.429385734455,0
"4050","A00003701-V01","A00003701",26.4869632656138,0
"4056","A00003706-V01","A00003706",80.2824547980624,0
"4073","A00003719-V01","A00003719",140.361428923844,0
"4077","A00003723-V01","A00003723",102.669530662267,0
"4079","A00003725-V01","A00003725",175.770264149232,270.12
"4098","A00003741-V01","A00003741",105.523399515259,1289.96
"4124","A00003764-V01","A00003764",44.0483825256656,1236
"4129","A00003768-V01","A00003768",91.4402853855898,0
"4135","A00003772-V01","A00003772",23.8368751673576,0
"4142","A00003778-V01","A00003778",31.6479670730424,0
"4163","A00003799-V01","A00003799",135.256900369802,0
"4177","A00003811-V01","A00003811",117.601026711829,0
"4186","A00003820-V01","A00003820",45.4562112500936,0
"4199","A00003832-V01","A00003832",73.8912788833748,0
"4238","A00003868-V01","A00003868",140.439901206435,0
"4261","A00003890-V01","A00003890",13.3315453585666,0
"4277","A00003905-V01","A00003905",15.4420446627094,0
"4292","A00003920-V01","A00003920",40.5383041065202,0
"4293","A00003921-V01","A00003921",88.5209688496283,0
"4295","A00003923-V01","A00003923",19.5032688458009,0
"4303","A00003931-V01","A00003931",129.033625133368,0
"4304","A00003932-V01","A00003932",102.043588402227,0
"4312","A00003938-V01","A00003938",93.2604110158436,0
"4314","A00003940-V01","A00003940",39.0767225514452,0
"4324","A00003948-V01","A00003948",84.5299244755956,0
"4333","A00003956-V01","A00003956",90.2524765213478,0
"4342","A00003963-V01","A00003963",68.0349772898717,0
"4359","A00003977-V01","A00003977",102.028315759363,0
"4364","A00003981-V01","A00003981",163.57649263037,0
