"";"pol_coverage.Median1";"pol_coverage.Median2";"pol_coverage.Mini";"pol_pay_freq.Biannual";"pol_pay_freq.Monthly";"pol_pay_freq.Quarterly";"pol_payd.Yes";"pol_usage.AllTrips";"pol_usage.Professional";"pol_usage.Retired";"drv_drv2.Yes";"drv_sex1.F";"drv_sex2.M";"vh_fuel.Gasoline";"vh_fuel.Hybrid";"vh_type.Commercial";"pol_duration_quali_freq.[30,Inf)";"pol_sit_duration_quali_freq.2";"pol_sit_duration_quali_freq.3";"pol_sit_duration_quali_freq.4";"pol_sit_duration_quali_freq.5";"pol_sit_duration_quali_freq.[6,Inf)";"pol_bonus_quali_freq.[0.51,Inf)";"drv_age1_quali_freq.[0,45)";"drv_age1_quali_freq.[75,Inf)";"drv_age2_quali_freq.[1,28)";"drv_age2_quali_freq.[75,Inf)";"drv_age_lic1_quali_freq.[0,5)";"drv_age_lic1_quali_freq.[5,15)";"drv_age_lic1_quali_freq.[15,30)";"drv_age_lic1_quali_freq.[55,Inf)";"vh_age_quali_freq.[0,5)";"vh_age_quali_freq.[10,15)";"vh_age_quali_freq.[15,Inf)";"vh_cyl_quali_freq.[0,1200)";"vh_cyl_quali_freq.[1200,1400)";"vh_cyl_quali_freq.[1400,1600)";"vh_cyl_quali_freq.[1600,1800)";"vh_cyl_quali_freq.[2100,Inf)";"vh_din_quali_freq.[70,85)";"vh_din_quali_freq.[85,100)";"vh_din_quali_freq.[100,115)";"vh_din_quali_freq.[115,140)";"vh_din_quali_freq.[140,Inf)";"vh_sale_begin_quali_freq.[10,20)";"vh_sale_begin_quali_freq.[20,Inf)";"vh_sale_end_quali_freq.[10,20)";"vh_sale_end_quali_freq.[20,Inf)";"vh_speed_quali_freq.[0,150)";"vh_speed_quali_freq.[170,190)";"vh_speed_quali_freq.[190,215)";"vh_speed_quali_freq.[215,Inf)";"vh_value_quali_freq.[0,10000)";"vh_value_quali_freq.[20000,30000)";"vh_value_quali_freq.[30000,40000)";"vh_value_quali_freq.[40000,Inf)";"vh_weight_quali_freq.[0,800)";"vh_weight_quali_freq.[800,1000)";"vh_weight_quali_freq.[1300,1500)";"vh_weight_quali_freq.[1500,1800)";"vh_weight_quali_freq.[1800,Inf)";"vh_make_bis.AUDI";"vh_make_bis.AUTRES";"vh_make_bis.BMW";"vh_make_bis.CITROEN";"vh_make_bis.FIAT";"vh_make_bis.FORD";"vh_make_bis.MERCEDES BENZ";"vh_make_bis.NISSAN";"vh_make_bis.OPEL";"vh_make_bis.PEUGEOT";"vh_make_bis.TOYOTA";"vh_make_bis.VOLKSWAGEN";"region.AlsaceEst";"region.Aquitaine";"region.AuvergneRhoneAlpes";"region.Bourgogne";"region.Bretagne";"region.Centre";"region.Nord";"region.Normandie";"region.OutreMer-Corse";"region.PaysDeLoire";"region.Provence";"region.PyreneeLanguedoc"
"drv_drv2.Yes";-0,0251954627193879;-0,0363594708270722;-0,0695243738421877;-0,0148259659130461;0,00965897536344957;-0,00879624802819709;-0,0105281169174133;-0,00225349924623317;-0,0317148894173988;-0,0701418099273822;1;0,0025672492587755;0,544942829708234;-0,0535445552334656;0,00860121124775775;-0,0805013955122132;-0,0214230068391678;0,0295013977353362;-0,00387021719926849;-0,0254311592325759;-0,0239561437621276;-0,0787010918950408;-0,0753682842309926;-0,00850814498431037;-0,0810704618847645;0,307109535930011;0,188319593154344;-0,0532420671964926;-0,0519202033597571;0,0386076235271866;-0,0402676304980278;0,0709718713162476;-0,0300655334968879;-0,084465169635762;-0,0423688043926662;-0,0184252734152517;0,0495636543261117;-0,0124234575835964;-0,0226702010276338;-0,0375662514329061;0,0115095446543161;0,0439221382571486;0,0384359544744132;0,0268218172500683;-0,0416051696873663;-0,0803762399565454;-0,0601171268986716;-0,0636058155644705;-0,0804993631757843;0,0585599407128925;0,0365188548756766;0,00185295315967395;-0,0454625497542925;0,0623337890132156;0,0298599157182327;0,00342819395535971;-0,0679240873663753;-0,0441023174147949;0,0642776395590588;0,0489715022408208;-0,000732905490586719;-0,00164670298374676;0,00171432440561776;-0,00759608174784587;0,00451342177288747;-0,00164058150516387;-0,00718815170672346;-0,0103757476382892;0,00676468624119695;0,00442939249095128;-0,0135524219139269;0,0142377717418979;0,00620536098581741;-0,0287003052238722;-0,0239081580221139;0,00226164223038164;0,00118026304877144;0,0347814495641775;0,00396044576687917;-0,0129072415582572;0,0228195856435844;-0,00142508994103511;0,0321186397122657;-0,0103915367820619;-0,0238973703911552
"drv_sex1.F";-0,0388953190493994;-0,0344908273288688;-0,0927892380575981;-0,0270142657062719;0,0468660725187062;0,00872824178221037;0,0247350431167373;-0,000147334433513738;-0,0679470959742123;-0,0445788921212265;0,0025672492587755;1;0,348676951260632;0,166035552493476;-0,00421958101149286;-0,170571047356096;-0,0179542744772416;-0,00028308416414267;-0,0114453822627449;-0,000365311861312857;-0,00435614210166275;-0,0169240240698318;0,0398195595494722;0,0490293093077437;-0,0369259985210273;0,037447372100968;-0,00547110721982007;0,0659411970929736;0,052986852318232;0,045236494239397;-0,0958604732567482;0,0457946582077044;-0,00302734863920907;-0,0692033422536438;0,161731421312242;0,147041483087347;0,00376423980709178;-0,0538662576058255;-0,164646305000301;0,064219332146165;-0,0167870931868059;-0,0558512551158327;-0,0896317360874918;-0,110132151048925;0,0178544149237049;-0,0911451872727073;-0,0210811402735159;-0,0757608882287132;-0,114814859206795;0,0261529572461296;-0,0985924706936223;-0,0764558063064362;0,0945553903415026;-0,141989876047035;-0,0957734618894132;-0,0690349256869902;-0,0466796852519861;0,198756353364471;-0,105751686580169;-0,110791735472753;-0,0777197241261728;-0,0348972172587934;-0,02913641482236;-0,0453263734291791;-0,011377132622409;0,0187611431899287;0,00712520906834726;-0,064333544547018;0,0109762467048549;0,0165065107349429;0,0271886162864619;0,0142589827466253;0,00501866385568224;-0,00585494057852656;0,00632104254703249;0,000903321150320142;-0,00638031734498066;0,0203846612570095;-0,00516781830123489;0,0101541999003273;0,00735764650202515;-0,00734849020663351;0,0115957838679898;-0,00301652239825139;0,00203539765518328
"drv_sex2.M";-0,0128163096677438;-0,0225306777205446;-0,037227881794142;-0,0125500156652163;0,011445748224004;0,00144232921756735;4,44205101056377e-05;0,000299991253679523;-0,0178327869582004;-0,0711595491429433;0,544942829708234;0,348676951260632;1;-0,00452791020336764;0,00709809825991768;-0,0493337575012476;-0,0168039306604743;0,0206131133511406;-0,00841721726778791;-0,018475095997541;-0,0185130592219219;-0,0495903389261529;-0,0303498959863505;0,0283045454091412;-0,0748391976923634;0,170636000189351;0,0919773427628163;-0,0211093803089333;0,00485007296237623;0,0461913173537642;-0,0582020451951547;0,0412312622003843;-0,0210936369024936;-0,046216596659844;0,00117886594189199;0,0134727866005977;0,0234323341686048;-0,0147830816069969;-0,0317425228886265;-0,00396567008744881;0,00245662291598327;0,0140172225837084;0,00381423418741229;-0,00763898779379124;-0,0245805275474407;-0,0440050026214664;-0,0361147746849149;-0,0342142333363595;-0,0462724521139837;0,0276603868159639;0,00106299197136222;-0,0131259627616042;-0,00716209740949739;0,0110971560425485;-0,00785237148041699;-0,0100391907797034;-0,0292206524363065;0,00322721019840957;0,0120142631835284;0,0013304668636817;-0,0129119309125163;-0,00658025949530759;0,00107453809703707;-0,0104953085991043;0,000787701634699409;0,00309476226983845;-0,00270826399510342;-0,0125161007083683;0,00492423573200975;0,00473811516915107;-0,00230272521849774;0,0082408541546307;0,00705031062699318;-0,017854712414886;-0,0148503808679795;0,0058190926658744;-0,00486369702744719;0,0247359047541589;0,00336956829202834;-0,00548316142889528;0,015703307702064;-0,00168690713896777;0,0156682161471104;-0,00717433570992816;-0,00982776080333797
"vh_fuel.Gasoline";0,0259449964938971;0,030579999020785;0,0555278217983121;0,00879737925890653;-0,0542408336894024;-0,0130582596716385;0,088422832606591;-0,0166598718193484;-0,0970373740951371;0,0944682194144479;-0,0535445552334656;0,166035552493476;-0,00452791020336764;1;-0,0256189979600181;-0,20618077871101;0,0356839522633827;-0,0462971669239635;-0,0231832698462082;0,0306212831387838;0,0363248153863031;0,131944479053157;-0,0216107917224649;-0,075248387543858;0,140064041706433;0,0102195266709146;0,037790927597204;0,0242822702812921;-0,0297264950799975;-0,0646866537231724;0,062580990127522;-0,112901514307252;0,0944726737156419;0,15196455375551;0,499882306753332;0,276229095603176;-0,127909003728219;0,0110281737041217;-0,210557299577507;0,11822932742614;-0,138991365926767;-0,0964160442322904;-0,0828698055981343;-0,0607085120579503;0,139122841917332;0,0974653326104004;0,138868122325185;0,131648180364922;0,00237125901863336;-0,0549900040094945;-0,0633728367471846;0,0269757153673115;0,408574201662468;-0,317079595237682;-0,14234704586921;-0,0406867413420727;0,0850372413288788;0,399475158910849;-0,212504381820893;-0,22856820815664;-0,119526458081641;-0,0434258708584361;0,027889318503349;-0,0141027529643252;-0,0342582829256915;0,0625221597975898;0,00327388247806266;-0,0769926061246058;0,0082027916971864;0,0178086210299978;-0,0255993295269925;0,0070695719949525;-0,0298832092064779;-0,00320753399963902;-0,0160977461402633;-0,000948054119076278;-0,0110801680807908;-0,0118009191688191;-0,00985152268755734;-0,0239397873579454;-0,0107740703460304;5,611802776242e-05;-0,0085589059539258;0,0170914037550317;-0,0304611784312826
"vh_fuel.Hybrid";-0,00786786493334567;-0,00932208116177059;-0,00364726307932677;-0,000589695474841463;-0,00541259671452181;-0,00457446225259243;-0,00411625525680719;-0,000853967843785682;0,0126146957398572;0,00532331550095106;0,00860121124775775;-0,00421958101149286;0,00709809825991768;-0,0256189979600181;1;-0,00579166353100566;-0,00100590832258747;0,00338453328270416;-0,00157322796690386;0,00223935896215396;-0,00178237469722536;-0,00615688389662691;0,00130016061940671;-0,00294422843102304;6,99601541015875e-05;-0,00441366723248411;-0,0010435727350998;-0,00308670835887558;-0,00494663489861386;0,000801787493479424;0,00350871876993459;0,0290802684755042;-0,0129917651933084;-0,0142570772892635;-0,0081850855280935;0,00124768951180494;0,0208315759453272;0,0115978689408908;-0,00398870826835761;0,0246325212306357;-0,00361217419320299;-0,0039216100401259;0,00254011482548739;-0,00205609718347566;-0,0215871100724936;-0,0105953618175333;-0,0189176381988844;-0,00693729029629973;-0,00593976131071714;0,0328349890124517;-0,00731671706403077;-0,00515880590414032;-0,0107007091438773;0,0396310669929632;-0,00414328088322846;0,0082481018792896;-0,00760449319212794;-0,0156811781155621;0,0235728822345443;-0,00901334689520728;0,00687523211682706;-0,00350125185015108;0,0169301529216688;-0,00349062870056492;-0,0113269228737478;-0,00483594286963626;-0,00613295840478041;-0,00504757334956205;-0,00375546249724852;-0,00549011460665525;-0,0112870156690665;0,100978528616761;-0,00669334058523909;0,00484219560895894;0,00324159440981818;-0,00366689387915482;-0,00403065080308968;0,00236964799372171;-0,00375074606243049;-0,00759353951014767;0,00555208466524435;-0,00174066020655106;-0,00360691432105002;0,00153802337094543;-0,00157329808289012
"vh_type.Commercial";0,0933955163055643;0,074321275584299;0,175241047254621;0,034196985273072;-0,00947517523437569;0,0121723215403421;-0,00419469762435723;-0,00218446609494954;0,246622476144512;-0,0225087759219342;-0,0805013955122132;-0,170571047356096;-0,0493337575012476;-0,20618077871101;-0,00579166353100566;1;0,00348893894891361;-0,00526097690989685;0,00709212856462575;0,000744652410902275;0,00997797872958455;0,0290127432931897;-0,0376928092529007;-0,0469243163950792;-0,0513846256026636;-0,029176015709255;-0,0330616362993357;-0,0254725353008762;-0,03134593104564;-0,021851657437453;-0,0221446302816514;-0,11395850828643;0,0149421082306223;0,154156807695655;-0,0654847443486114;-0,114482282000315;-0,0598316086533702;0,0704708204632464;0,218401838981965;0,072785651245587;-0,0324535091508989;-0,0722897024393658;-0,0384990170534014;-0,0782487284895342;-0,0233095279366835;0,219798029834786;0,0547529568463974;0,143015772169296;0,5540499820761;-0,205531634094305;-0,145185873026609;-0,0596911299185043;-0,0264050989291038;0,0127958106156365;-0,0206664672448942;-0,0418912605264679;0,346559060426101;-0,107266973602895;-0,0876469217217005;0,0489364661864538;0,083430487939539;-0,0392470497547509;-0,0245798080037618;-0,0402228145624464;0,0631591583106785;0,00777729861933516;0,0027673712628056;0,0437256394252213;0,00321953028525355;-0,0359538736606196;-0,0270860566649321;-0,0171848685825726;-0,0384870994222208;-0,0105863803607743;0,0290525149125278;0,00121319013972881;0,00797812299814938;-0,00473539718765149;0,0126746455388711;-0,0302160075772455;-0,000849546336106157;0,0234752781112734;3,51950561370869e-05;0,0182509954008877;0,029969851689498
"pol_duration_quali_freq.[30,Inf)";-0,0169166581193358;-0,000173571747726424;-0,0119367278269512;0,0198783904453993;-0,0536023601882001;-0,0130094545480872;0,0177651538151599;-0,0014245401903817;-0,0147377427445236;0,108710932119654;-0,0214230068391678;-0,0179542744772416;-0,0168039306604743;0,0356839522633827;-0,00100590832258747;0,00348893894891361;1;-0,0181839779254347;-0,0110362654225463;0,0086948635724948;0,0136311255969006;0,0758800068373157;-0,0548387428857454;-0,0799775414598317;0,114276073815085;-0,0121467175241082;0,0203282811287981;-0,0143929361829054;-0,0403751995939906;-0,085328231289461;0,0705054958934592;-0,00792014103381566;-0,000416982824535637;0,0258237139861043;0,0228019532315523;0,0143542510567509;-0,00212793870053904;-0,00149495645901231;-0,0163274992850675;0,0116998277804545;-0,000112755114335171;-0,0108864700548777;-0,0104482401634693;-0,0179786827060108;-0,000359423074216537;0,0280823561644733;0,00846738095135709;0,0273364683751614;0,0173632326839781;-0,00263133154362524;-0,0088892466681617;-0,0100703489645657;0,0242199993433663;-0,0185224202480607;-0,0127365858818766;-0,0116976388118774;0,00586218135583966;0,0176385867361681;-0,0110135806936062;-0,0140305061802529;-0,00563227536376892;-0,007467618935523;-0,01405874036442;-0,00675733559989272;0,0116614613418553;0,000204944379680347;0,00194687396264448;-0,00703295649549827;-0,00391267064053027;-0,00910391260091379;0,00913707247198715;-0,00486663336722642;-0,00676989731983745;0,00975412998265657;0,0105837651111089;0,00762979536513045;-0,00214901615112611;0,00254002473152948;-0,00348878879122082;-0,0130193390594541;-0,000575173728634975;-0,00182515673046836;0,00730562020025571;0,00548177127616401;-0,00179255326702597
"pol_sit_duration_quali_freq.2";0,00295640594172103;-0,0179511396206348;-0,0180469948359024;-0,00342798844282153;0,032931859899949;0,00433732003490749;-0,119627672053426;-0,00122618037545621;0,00969311938665103;-0,0478326308941639;0,0295013977353362;-0,00028308416414267;0,0206131133511406;-0,0462971669239635;0,00338453328270416;-0,00526097690989685;-0,0181839779254347;1;-0,236268874338411;-0,167977641085814;-0,133807070063098;-0,195704528697046;0,0176945157617357;0,0372227676406637;-0,0734937843989273;0,0216910501412441;-0,0214464132913054;-0,00129408268252721;0,020588875082027;0,0328047075683987;-0,0420268017907826;0,0741519045758803;-0,0228859085491754;-0,0519431431465914;-0,0196454759233522;-0,012396074753318;0,0121963494043877;-0,0166958547527965;0,0149715392600828;-0,0163688448592644;0,00575252755361995;0,00692511870381856;0,0190974721028454;0,0204940649045451;-0,0333857353625381;-0,0411342139419067;-0,0402281774662849;-0,0327261190717486;-0,0207073872674345;0,000908315024766439;0,0169742356146012;0,0103821064695722;-0,0286138279269833;0,0255981889763802;0,0176604581540085;0,00975979477754663;-0,00878243497116191;-0,0249811162739023;0,0183606373088697;0,0217261364174952;0,00735997081183643;0,0090269759298273;0,00579078386656031;0,00243144470126812;0,00357108230855832;-0,00330895018871391;0,000645911322565923;0,00738675589526339;-0,0026347381076939;0,00137228861347296;-0,0058132315768292;0,00454201562620804;0,0105535005488308;0,00115073723765228;-0,00269380432674925;-0,00119820670427818;0,00378882787405018;0,0090626555147569;0,000374678475454644;-0,00183788374275517;-0,00582873705576268;0,00656505290303484;0,00408123717695924;0,00133643288860145;-0,00374129686629042
"pol_sit_duration_quali_freq.3";0,0136413665632344;0,00349586828558349;-0,00431708975024899;0,0126667543879816;-0,000310276790424304;0,0046619092816584;-0,0855566323098621;-0,00203167063576337;0,00143556945387236;-0,0179704527734495;-0,00387021719926849;-0,0114453822627449;-0,00841721726778791;-0,0231832698462082;-0,00157322796690386;0,00709212856462575;-0,0110362654225463;-0,236268874338411;1;-0,120136094165894;-0,0956976099036329;-0,139966114158188;-0,00513332801635685;-0,00749000032923344;-0,0267141296819199;-0,014836469090969;-0,00767907197161075;-0,0295425577767091;-0,0100172030514987;0,00858638088908076;-0,0150391448353651;-0,0121111436121209;0,0114411000010367;-0,0072702804785228;-0,0177857831247877;-0,00908892308712199;-0,00498315776849586;0,00796772647328211;0,00283145067493213;0,00920363186456965;0,00853711283256072;0,00033747602340065;0,00724953247785145;-0,00955175167626898;0,0297613029615678;-0,012950047897298;0,00745032092427035;-0,0133547047102863;-0,00243202615290785;0,00916874475411919;-0,000235172617873042;-0,00709477745040092;-0,0211981778086495;0,00744960999304431;-0,00670126224457624;-0,00565038690582878;-0,00789681540124957;-0,00827566852159818;0,00486293710766522;-0,00674648039906888;0,00352082597534221;-0,00466300818481822;-0,00272153999808634;-0,00250006068986018;-0,00331617341561044;-0,00637696981042989;-0,00186852247899419;-0,00161145095830519;0,00801984657119255;0,00251963832810944;0,000141314177684273;0,00162801607184499;-0,00583674870682752;0,000785062712738123;0,000655660165456067;-0,00533766161408031;0,00069607859127636;0,00194445367361807;0,0029877519780773;-0,00384618655097615;0,00175749050455183;0,00719432794828586;-0,0032643216504521;-0,00272682302725426;0,00284049624917505
"pol_sit_duration_quali_freq.4";0,012107283376496;0,00243676247395947;0,00912182268121695;0,0153393306985502;-0,028366300236943;-0,00222191206130175;-0,0608273151294249;-0,00389331911189168;0,000753020226429853;0,0173495223849118;-0,0254311592325759;-0,000365311861312857;-0,018475095997541;0,0306212831387838;0,00223935896215396;0,000744652410902275;0,0086948635724948;-0,167977641085814;-0,120136094165894;1;-0,0680371412196184;-0,0995102624248543;-0,0153212709471889;-0,0304533903468086;0,0241528506882515;-0,0255330546488056;0,0107600558445458;-0,0315366321711829;-0,0241768372776269;-0,00818781397831209;0,013190837882058;-0,0458141179706131;0,0263542786280231;0,0192008435745371;0,00818274532348135;0,00771870535063708;-0,0109200554056541;0,00728523911371943;-0,00725472311823373;0,00934393814883548;0,0011902867350121;0,00141736604032904;-0,0125407093129313;-0,0235061265689933;0,0447204134249716;0,00976427509703619;0,0315269885894371;0,010570619691775;0,00953555435473741;0,00281991321644409;-0,00701305824294233;-0,015185825065077;0,00981330650905303;-0,019687681279467;-0,0220577809500565;-0,0135347402361394;-0,000477644467377781;0,015512142263767;-0,0213756455146951;-0,0128295077108043;-0,00305022851008025;-0,0148306244830477;-0,00779035024260913;-0,0112958490515506;0,00663654994608931;-0,000519881041347686;-0,004141605936494;-0,000791064821549183;0,00107817634049918;0,00208748813422573;0,00705651735959602;0,00428565182977112;-0,00812090009628716;0,00182493211487776;-0,00131557208411628;0,00100136834962698;0,000443629549478456;-0,00662491072322566;0,00112699077484257;-0,00355631378118381;0,00502012646674495;-0,00585804908012108;0,00129937865419598;0,0028438378813457;0,0034857815445077
"pol_sit_duration_quali_freq.5";0,00555855512331651;0,00774579553475435;0,0162977987527381;0,0161537856999012;-0,0310419923244781;-0,00774397949453915;-0,0484536201643355;0,000483045945234392;-0,00471265731039283;0,0312704961504822;-0,0239561437621276;-0,00435614210166275;-0,0185130592219219;0,0363248153863031;-0,00178237469722536;0,00997797872958455;0,0136311255969006;-0,133807070063098;-0,0956976099036329;-0,0680371412196184;1;-0,0792675535280166;-0,0334632622121797;-0,0445654070357116;0,0420661898434707;-0,0221345251531503;0,0138909345562535;-0,025395774613899;-0,0329392927679152;-0,0194854208636823;0,0230488891518163;-0,141284635448565;0,0411822821791412;0,0343806112382364;0,0103364910467958;0,0118816329306585;-0,0180136569654829;0,0185274985093402;-0,0118161151640665;0,018525600430232;0,00226736641187199;-0,00624677344995467;-0,0192590022070629;-0,0317819445534975;0,0537011153308935;0,0296192964415555;0,0507031787160445;0,0138046225833124;0,0187490103508556;0,00171201517708963;-0,0200184180531366;-0,0154974408672545;0,0140633419652999;-0,0277404845186714;-0,0240586295610991;-0,0168576473635351;0,00973723739042756;0,0206199561481512;-0,0194422217888247;-0,0234239025190096;-0,0128948612570114;-0,00353992950744358;-0,0174891699607469;-0,011203866208831;0,00576723532402015;0,00548041036165998;0,00291383834332429;-0,00197756427090594;-0,00555229070436547;0,000116886594283684;0,00153891797840412;0,00084712889327344;-0,00756513661521288;0,000834037578465687;-0,00046072921199051;-0,00721647035433155;-0,00340172027207857;-0,00626829045350626;0,00470849766724404;-0,0028381551153348;-0,000847050973497768;-0,000282085871654831;0,0081574736017868;0,00278058150414449;-0,000280941662146645
"pol_sit_duration_quali_freq.[6,Inf)";-0,031707763163124;0,0443371308439887;0,0682979919656933;0,0340139310500282;-0,0953555275540775;-0,024050155248712;-0,0708676521610952;-0,00484136885949051;-0,0129930907080329;0,107248295064556;-0,0787010918950408;-0,0169240240698318;-0,0495903389261529;0,131944479053157;-0,00615688389662691;0,0290127432931897;0,0758800068373157;-0,195704528697046;-0,139966114158188;-0,0995102624248543;-0,0792675535280166;1;-0,0932007297992214;-0,12930658866018;0,206862085900703;-0,0643443018506343;0,0467813856594935;-0,0371435388232162;-0,0819567139176008;-0,0824952161742372;0,128334974433281;-0,20664112127675;0,066321427556103;0,221886580660856;0,0794386174052796;0,0174892105372768;-0,0680047241447581;0,0437226569037979;-0,0219326334078732;0,0168765230901436;-0,0241258585566594;-0,0453980202325283;-0,0411788434565297;-0,0594463163411804;0,100475273276708;0,196249941852314;0,165847263491625;0,155736179447898;0,103784216347855;-0,0367932919091834;-0,0516471375177975;-0,0280872805615655;0,133345290686076;-0,0792730897812552;-0,0488512582998429;-0,0320243561130793;0,0803188752135614;0,0760639574921178;-0,0504322113339706;-0,0539497047331097;-0,0177476043450947;-0,0208868030166156;-0,0262995370949093;-0,0104469380482083;0,0113976314459054;0,00595209470250613;0,00741564361102768;-0,0158104315278298;-0,00423057201014929;0,00281902663145643;0,00537052691664341;-0,00980586915869803;-0,0160230998728989;0,000923671521856354;0,000659075274728978;-0,0022006237795392;-0,00116305555579758;-0,00821214619021429;0,0111064743957662;-0,0109626014293258;-0,0124227769018778;-0,00276321144881039;-0,0086751086204236;0,00102681610220856;0,00930999764412688
"pol_bonus_quali_freq.[0.51,Inf)";0,0393032574639308;0,0363182961909986;0,0163919362447754;-0,0705545781724491;0,180514940550471;0,0452274375544684;-0,0480691238999721;9,26089056409404e-05;0,00612003208813422;-0,193673353751918;-0,0753682842309926;0,0398195595494722;-0,0303498959863505;-0,0216107917224649;0,00130016061940671;-0,0376928092529007;-0,0548387428857454;0,0176945157617357;-0,00513332801635685;-0,0153212709471889;-0,0334632622121797;-0,0932007297992214;1;0,428657703604049;-0,109943341783545;-0,0203471260517661;-0,0403083895539404;0,202932250240387;0,496036737760345;0,0526689814899861;-0,074020443572501;-0,00778544843335265;0,0200337270744264;-0,0654133230464811;-0,00902376985045563;0,014603749389949;0,00310634911452042;-0,0128068655182493;-0,0274805432857449;0,00674709089746166;-0,00378810833400793;0,00987295982776068;7,34060485004672e-05;-0,013063042667441;0,0245842973312974;-0,0656592693287397;-0,0176694069100629;-0,0604766568560492;-0,0560674254936174;0,011441101594873;0,0111514005453188;-0,0145309618727779;-0,0244311666085248;0,0059653409146128;-0,0200509825841833;-0,00941638210488426;-0,018577015026659;0,0167144407325239;-0,0104244368963038;-0,023173356182344;-0,0171052682125571;0,0167754685712345;-0,00364042104476454;-0,00110524043614564;-0,0339117712113345;0,001582979960441;-5,42594604829059e-05;-0,0163618197814917;-0,003941802640902;0,0125843078244994;0,0231728629675668;-0,00812051738990053;0,0411692109929768;0,00329876036049786;-0,0294451749779258;-0,00760991713918122;0,00556579760045931;-0,0209689682562424;-0,00879938286271637;0,0251994143775785;-0,000851576937621436;-0,00093942978357263;-0,0149104998003864;-0,0139573517292606;-0,0205514893470535
"drv_age1_quali_freq.[0,45)";0,0315992988522619;0,0237896812681078;0,00364922925525171;-0,102875951971;0,210989728074847;0,0324201497374286;-0,0701599554693846;-0,00125682416093179;-0,00844606374200042;-0,367317943390459;-0,00850814498431037;0,0490293093077437;0,0283045454091412;-0,075248387543858;-0,00294422843102304;-0,0469243163950792;-0,0799775414598317;0,0372227676406637;-0,00749000032923344;-0,0304533903468086;-0,0445654070357116;-0,12930658866018;0,428657703604049;1;-0,216372727935697;-0,0741801627094654;-0,0797680454462083;0,172122687692659;0,459810705863559;0,45716502659191;-0,137581534413896;0,0167052484760913;0,00343064177887924;-0,0717140552612243;-0,0374979065834133;-0,00958430245180447;0,0150604347864777;-0,0146873130906615;-0,0261605116686313;-0,0158990774460395;0,0034745355990074;0,0252206485797156;0,0201331532812935;-0,000134578698384059;-0,00636692728872174;-0,0629212213866062;-0,038107308245935;-0,0491188197770338;-0,0574528810752703;0,0295052273941926;0,0163578899777498;-0,0111727269008476;-0,0369840447350836;0,0411039469450038;-0,000680425889440921;-0,0170924724178866;-0,0278240818159171;-0,015468704307221;0,0126647408669485;0,0061540390653447;-0,00801662400942188;0,0256409887184926;0,00381235012334001;0,00765881458199721;-0,0337175261786856;-0,00363586442052402;-0,00349358773633407;-0,0413154026663098;-0,00785612012387832;0,0263255104957282;0,0225154248951027;-0,00551175542056134;0,0583923744716142;0,0128784225850616;-0,024068918678315;0,00309087580748236;0,00856002031250221;-0,00373430474785635;0,000169977994077246;0,0213074179986931;-0,0018083432095014;-0,00450169037975573;0,0143083686785254;-0,03754713670864;-0,0143288781337914
"drv_age1_quali_freq.[75,Inf)";-0,0354174763073926;-0,0107637958197523;-0,0170476716180554;0,00206043288158917;-0,152616114729029;-0,0220736848532772;0,0900863392392692;-0,00859764094195413;-0,089570750462402;0,523612909984475;-0,0810704618847645;-0,0369259985210273;-0,0748391976923634;0,140064041706433;6,99601541015875e-05;-0,0513846256026636;0,114276073815085;-0,0734937843989273;-0,0267141296819199;0,0241528506882515;0,0420661898434707;0,206862085900703;-0,109943341783545;-0,216372727935697;1;-0,058182064749362;0,268608050162175;-0,0386872277495347;-0,108472696461111;-0,223060506485076;0,588517114068032;-0,0493267761103463;0,0151396130906656;0,0723592003209585;0,0721141938527782;0,0545228518666752;-0,0115364985181202;0,0102882472490283;-0,058581730571085;0,0253153939610702;-0,00288070714828549;-0,014485637177767;-0,0379236403402561;-0,0503761879943825;0,038239381898325;0,053566440024454;0,0563211142441615;0,0455073076661353;-0,00197311436458466;0,000527927030192227;-0,0144416447440118;-0,0218412758325067;0,0690943834463479;-0,0692169760711891;-0,0450024649520734;-0,0286460656339386;0,00381584186949147;0,067534911843888;-0,0359929392663936;-0,0561097645782135;-0,0352474761572507;-0,0222638425067734;-0,0410195804109638;-0,0215444057930003;0,0432306361100941;0,00342861135290614;-0,00188493470929833;-0,00744515341199002;-0,00617949581154518;-0,00412942588976331;0,0118178850668093;-0,011157722472135;-0,0303263553822259;-0,0130821627319322;0,01904404482752;0,00681990327702358;0,0017991982924562;0,00191152452210051;-0,000827677303429599;-0,0164836417547157;-0,00394071270825889;0,000456408499882048;-0,00402810109378779;0,0218888650114545;0,0150609041318218
